id,name_en,name_pt,set,deck,class,type,danger,dual,noise,door,range,dice,accuracy,damage,effect_en,effect_pt,image
kings_mace,King's Mace,Maça do Rei,NPC-2,vault,weapon,melee_weapon,blue,no,no,no,0,1,3+,2,"For each friendly Survivor at Range 0-1 and within Line Of Sight, get +1 die for all Melee Actions resolved with this weapon.",Para cada Sobrevivente aliado no Alcance 0-1 e dentro da Linha de Visão ganhe +1 dado para todas as Ações Corpo a Corpo realizadas com esta arma.,https://static.wikia.nocookie.net/zombicide/images/6/6f/KingsMace_NPC.png
kings_sword_(chi),King's Sword (Chi),Espada do Rei (Chi),Eternal Empire,vault,weapon,melee_weapon,blue,no,no,no,0,2/4,3+,2,+1 free Guard Action,+1 Ação de Guarda gratuita.,
kits_and_kats_bombs_and_capsules,Kit's and Kat's Bombs and Capsules,Cápsula de Bombas de Kit e Kat,Thundercats Pack 2,search,item,,blue,,,,,,,,Discard this card: Choose a Zone at Range 0-1. Zombies in this Zone can't activate this round.,Descarte esta carta: Escolha uma Zona no Alcance 0-1. Zumbis nesta Zona não podem ativar neste Turno.,https://static.wikia.nocookie.net/zombicide/images/7/77/KitsAndKatsBombsAndCapsules_TC.png
lance,Lance,Venábulo,White Death,starter,weapon,melee_weapon,blue,no,no,no,1-1,1,3+,1,POLEARM.,ARMA DE HASTE.,
lance_(chi),Lance (Chi),Venábulo (Chi),Eternal Empire,starter,weapon,melee_weapon,blue,no,no,no,1-1,1,3+,1/2,POLEARM.,ARMA DE HASTE.,
lava_burst,Lava Burst,Explosão de Lava,Green Horde,vault,weapon,combat_spell,orange,yes,yes,no,0-2,3,3+,2,Roll 6: The target Zone is subject to a Dragon Fire effect instead.,Resultado 6: A Zona alvo é submetida a um Fogo de Dragão.,https://static.wikia.nocookie.net/zombicide/images/2/21/LavaBurst_GH.png
leather_armor,Leather Armor,Armadura de Couro,Black Plague,search,armor,,blue,,,,,,,,ARMOR 5+.,ARMADURA 5+.,https://static.wikia.nocookie.net/zombicide/images/a/ad/LeatherArmor_BP.png
leonardos_ninjatos,Leonardo's Ninjatos,Ninjatos do Leonardo,TMNT Timecrash,search,weapon,melee_weapon,blue,no,no,no,0,2,4+,1,Take a Pizza token: Flip this card.,Pegar uma ficha de Pizza: Vire esta carta.,
leonardos_ultimate_ninjatos,Leonardo's Ultimate Ninjatos,Ninjatos Ultimate do Leonardo,TMNT Timecrash,starter,weapon,melee_weapon,blue,no,no,no,0,3,4+,1,Roll 6: +1 Damage: Melee. Roll 6: +1 Chi.,Resultado 6: Dano +1: Corpo a Corpo. Resultado 6: +1 Chi.,
light_sword_(chi),Light Sword (Chi),Espada Leve (Chi),Eternal Empire,starter,weapon,melee_weapon,blue,yes,no,no,0,1/3,3+,1,Dual: Damage 2.,Dupla: Dano 2.,
lightning_ball,Lightning Ball,Bola de Raios,Green Horde,search,weapon,combat_spell,blue,yes,yes,no,0-2,2,4+,1,,,https://static.wikia.nocookie.net/zombicide/images/0/07/LightningBall_GH.png
lightning_bolt,Lightning Bolt,Relâmpago,"Black Plague, White Death",search,weapon,combat_spell,blue,yes,yes,no,0-3,1,4+,1,,,https://static.wikia.nocookie.net/zombicide/images/3/30/LightningBolt_BP.png
lightning_bolt_(chi),Lightning Bolt (Chi),Relâmpago (Chi),Eternal Empire,search,weapon,combat_spell,blue,yes,yes,no,0-3,1/3,4+,1,,,
longbow,Longbow,Arco Longo,"Black Plague, Green Horde",search,weapon,ranged_weapon,blue,no,no,no,1-3,1,3+,1,ARROWS.,FLECHAS.,https://static.wikia.nocookie.net/zombicide/images/d/da/Longbow_BP.png
mace,Mace,Maça,Friends and Foes,search,weapon,melee_weapon,blue,yes,no,no,0,1,3+,2,,,https://static.wikia.nocookie.net/zombicide/images/d/db/Mace_FF.png
mace_gun,Mace Gun,Pistola-Maça,Horde Box,vault,weapon,mixed_weapon,yellow,yes,no,no,1;0-1,1;1,3+;4+,1;2,,,https://static.wikia.nocookie.net/zombicide/images/2/21/MaceGun_HB.png
magic_ball_of_destiny,Magic Ball of Destiny,Bola Mágica do Destino,Horde Box,search,item,,blue,,,,,,,,"Before rolling any Attack, you may roll 1 die: 1 - All 6 are considered as 1. 2-3 - No change to Attack roll. 4-6 - All 1 are considered as 6.","Antes de rolar qualquer Ataque, você pode rolar 1 dado. 1: Todos os 6 são considerados 1. 2-3: Nenhuma alteração na rolagem. 4-6: Todos os 1 são considerados 6.",https://static.wikia.nocookie.net/zombicide/images/9/95/MagicBallOfDestiny_HB.png
magog,Magog,Magog,Friends and Foes,search,familiar,,,,,,0,3,4+,1,"Magog has the following Skills: Low profile, Search, Slippery. If Magog is in the same Zone as its handler, that Survivor gains: +1 die: Melee","Magog tem as seguintes Habilidades: Esguio, Procura, Liso. Se Magog estiver na mesma Zona que seu treinador, o Sobrevivente ganha: +1 dado: Corpo a Corpo.",https://static.wikia.nocookie.net/zombicide/images/7/7c/Magog.png
maiden_japan,Maiden Japan,Maiden Japan,Iron Maiden Pack 1,search,weapon,melee_weapon,blue,no,no,no,0,3,3+,1,,,
mana_blast,Mana Blast,Explosão de Mana,"Black Plague, Wulfsburg",search; starter,weapon,combat_spell,blue,yes,yes,no,0-1,1,4+,1,,,https://static.wikia.nocookie.net/zombicide/images/9/9c/ManaBlast_BP.png
michelangelos_nunchakus,Michelangelo's Nunchakus,Nunchakus do Michelangelo,TMNT Timecrash,starter,weapon,melee_weapon,blue,no,no,no,0,3,5+,1,Roll 6: +1 die: Melee. Take a Pizza token: Flip this card.,Resultado 6: +1 Dado: Corpo a Corpo. Pegar uma ficha de Pizza: Vire esta carta.,
michelangelos_ultimate_nunchakus,Michelangelo's Ultimate Nunchakus,Nunchakus Ultimate do Michelangelo,TMNT Timecrash,ultimate,weapon,melee_weapon,blue,no,no,no,0,3,4+,1,Roll 6: +1 die: Melee. Roll 6: +1 Chi.,Resultado 6: +1 Dado: Corpo a Corpo. Resultado 6: +1 Chi.,
no_dachi_(chi),No-Dachi (Chi),No-Dachi (Chi),Eternal Empire,search,weapon,melee_weapon,blue,no,no,no,0,5,5+/4+,1,Roll 6: +1 Damage.,Resultado 6: Dano +1,
norse_shield,Norse Shield,Escudo Nórdico,Green Horde,search,shield,,blue,,,,,,,,ARMOR 4+. Add +1 die to another equipped Melee weapon.,ARMOR 4+. Adicione +1 dado para outra arma Corpo a Corpo equipada.,https://static.wikia.nocookie.net/zombicide/images/d/d5/NorseShield_GH.png
norse_sword,Norse Sword,Espada Nórdica,Green Horde,search; starter,weapon,melee_weapon,blue,no,no,yes,0,1,4+,2,Gain +2 dice if another Equipped card is a Norse Shield.,Ganhe +2 dados se a outra carta Equipada for o Escudo Nórdico.,https://static.wikia.nocookie.net/zombicide/images/1/11/NorseSword_GH.png
nucifer,Nucifer,Nucifer,Friends and Foes,search,familiar,,,,,,0,1,3+,2,"Nucifer has the following Skills: Low profile, Slippery. If Nucifer is in the same Zone as its handler, that Survivor gains: +2 dice: Melee","Nucifer tem as seguintes Habilidades: Esguio, Liso. Se Nucifer estiver na mesma Zona que seu treinador, o Sobrevivente ganha: +2 dados: Corpo a Corpo.",https://static.wikia.nocookie.net/zombicide/images/1/11/Nucifer.png
orcish_bow,Orcish Bow,Aco Orc,NPC-1,vault,weapon,mixed_weapon,blue,no,no,no,0;1-3,2;2,3+;3+,1;1,ARROWS.,FLECHAS.,https://static.wikia.nocookie.net/zombicide/images/f/ff/OrcishBow_NPC.png
orcish_crossbow,Orcish Crossbow,Besta Orc,Black Plague,vault,weapon,ranged_weapon,blue,no,no,no,0;1-2,2;2,3+;3+,2;2,BOLTS.,VIROTES.,https://static.wikia.nocookie.net/zombicide/images/c/ce/OrcishCrossbow_BP.png
panthros_nunchuck,Panthro's Nunchuck,Nunchuck do Panthro,Thundercats Pack 2,search,weapon,melee_weapon,blue,yes,no,no,0,2,5+,1,"If you have both Nunchucks, add +1 die to each Nunchuck.","Se você possuir ambos Nunchuks, adicione +1 dado para cada Nunchuk.",https://static.wikia.nocookie.net/zombicide/images/d/dc/PanthrosNunchuck_TC.png
pit_fighter_gloves,Pit Fighter Gloves,Luvas de Lutador,Horde Box,search,weapon,melee_weapon,blue,no,no,no,0,1,3+,1,Gain +1 free Melee Action to use this Weapon. May be used in the Backpack slot.,Ganhe +1 Ação grátis Corpo a Corpo com esta arma. Pode ser usada na Mochila.,https://static.wikia.nocookie.net/zombicide/images/f/f6/PitFighterGloves_HB.png
plague_mask,Plague Mask,Máscara da Peste,Friends and Foes,search,item,,blue,,,,,,,,The Survivor is immune to Tainted Blood Spray.,O Sobrevivente é imune ao Esguicho de Sangue Maculado.,https://static.wikia.nocookie.net/zombicide/images/6/68/PlagueMask_FF.png
plate_armor,Plate Armor,Armadura de Placas,"Black Plague, Green Horde",search,armor,,blue,,,,,,,,ARMOR 3+.,ARMOR 3+.,https://static.wikia.nocookie.net/zombicide/images/2/2c/PlateArmor_BP.png
plenty_of_arrows,Plenty Of Arrows,Muitas Flechas,"Black Plague, Green Horde",search,item,,blue,,,,,,,,You may re-roll all Ranged Attacks once with weapons with the Arrows keyword. The new result takes the place of the previous one.,Você pode rerrolar Ataques de Longo Alcance uma vez com armas com a palavra FLECHAS. O novo resultado é o que vale.,https://static.wikia.nocookie.net/zombicide/images/6/61/PlentyOfArrows_BP.png
plenty_of_bolts,Plenty Of Bolts,Muitos Virotes,"Black Plague, Green Horde",search,item,,blue,,,,,,,,You may re-roll all Ranged Attacks once with weapons with the Bolts keyword. The new result takes the place of the previous one.,Você pode rerrolar Ataques de Longo Alcance uma vez com armas com a palavra VIROTES. O novo resultado é o que vale.,https://static.wikia.nocookie.net/zombicide/images/9/9d/PlentyOfBolts_BP.png
power_blast,Power Blast,Explosão de Poder,White Death,starter,weapon,combat_spell,blue,yes,no,no,0-1,1,4+,1,+1 die to other equipped Combat spell,+1 dado para o outro Feitiço de Combate equipado.,
power_blast_(chi),Power Blast (Chi),Explosão de Poder (Chi),Eternal Empire,starter,weapon,combat_spell,blue,yes,no,no,0-1,1/3,4+,1,+1 die to other equipped Combat spell,+1 dado para o outro Feitiço de Combate equipado.,
power_wave,Power Wave,Onda de Poder,Friends and Foes,search,weapon,combat_spell,blue,yes,yes,no,0-1,2,4+,1,Add +1 die to another Equipped Combat spell.,Adicione +1 dado para outro Feitiço de Combate equipado.,https://static.wikia.nocookie.net/zombicide/images/b/b4/PowerWave_FF.png
quicksilver_sword,Quicksilver Sword,Espada Mercurial,Wulfsburg,search,weapon,melee_weapon,yellow,no,no,yes,0,4,4+,1,Gain the Lucky Skill.,Ganhe a Habilidade Sortudo.,https://static.wikia.nocookie.net/zombicide/images/b/b3/QuicksilverSword_WB.png
raphaels_sai,Raphael's Sai,Sai do Rafael,TMNT Timecrash,starter,weapon,melee_weapon,blue,no,no,no,0,1,4+,1,Armor 5+. Add +1 die to another equipped Melee weapon. Take a Pizza token: Flip this card.,ARMADURA 5+. Adicione +1 dado para outra arma Corpo a Corpo equipada. Pegar uma ficha de Pizza: vire esta carta.,
raphaels_ultimate_sai,Raphael's Ultimate Sai,Sai Ultimate do Rafael,TMNT Timecrash,ultimate,weapon,melee_weapon,blue,no,no,no,0,3,4+,1,Armor 5+. Add +1 die to another equipped Melee weapon. Roll 6: +1 Chi.,ARMADURA 5+. Adicione +1 dado para outra arma Corpo a Corpo equipada. Resultado 6: +1 Chi.,
reapers_scythe,Reaper's Scythe,Reaper's Scythe,Iron Maiden Pack 1,search,weapon,melee_weapon,blue,no,no,no,0,2,4+,2,,,
repeating_crossbow,Repeating Crossbow,Besta de Repetição,"Black Plague, Green Horde",search,weapon,ranged_weapon,blue,yes,no,no,0-1,3,5+,1,BOLTS.,VIROTES.,https://static.wikia.nocookie.net/zombicide/images/d/dd/RepeatingCrossbow_BP.png
repeating_crossbow_(chi),Repeating Crossbow (Chi),Balestra de Repetição (Chi),Eternal Empire,vault,weapon,ranged_weapon,blue,no,no,no,1-1/0-2,6,4+/3+,1,,,
repulse,Repulse,Repulsão,"Black Plague, Green Horde, White Death",search,enchantment,,blue,,yes,,,,,,"Once per Turn. Select a target Zone the Survivor can see, then a destination Zone at Range 1 from it, sharing an open path, and 1 Zone further from the Survivor. Zombies standing in the target Zone are pushed to the destination Zone.",Uma vez por Turno. Selecione uma Zona que o Sobrevivente possa ver e então uma Zona destino no Alcance 1 dela. Zumbis na Zona alvo são empurrados para a Zona destino.,https://static.wikia.nocookie.net/zombicide/images/2/2c/Repulse_BP.png
repulse_(chi),Repulse (Chi),Repulsão (Chi),Eternal Empire,search,enchantment,,blue,,yes,,,,,,"Once per Turn. Select a target Zone the Survivor can see, then a destination Zone at Range 1 from it, sharing an open path, and 1 Zone further from the Survivor. Zombies standing in the target Zone are pushed to the destination Zone. Chi: Can be cast a second time.",Uma vez por Turno. Selecione uma Zona que o Sobrevivente possa ver e então uma Zona destino no Alcance 1 dela. Zumbis na Zona alvo são empurrados para a Zona destino. Chi: Pode ser usada uma segunda vez.,
royal_guards_halberd,Royal Guard's Halberd,Alabarda da Guarda Real,White Death,vault,weapon,melee_weapon,blue,no,no,no,1-1,3,4+,2,POLEARM.,ARMA DE HASTE.,
salted_meat,Salted Meat,Carne Seca,"Black Plague, Green Horde, White Death, Eternal Empire",search,item,,blue,,,,,,,,Black Plague / Green Horde: Discard this card: Gain 1 experience point. White Death / Eternal Empire: Discard this card: Gain 3 experience points.,Black Plague/ Green Horde: Descarte esta carta: Ganhe 1 ponto de experiência. White Death: Descarte esta carta: Ganhe 3 pontos de adrenalina.,https://static.wikia.nocookie.net/zombicide/images/0/0f/SaltedMeat_BP.png
scimitar,Scimitar,Cimtarra,Green Horde,search,weapon,melee_weapon,blue,no,no,yes,0,2,4+,1,Gain +1 die if Curved Dagger is also equipped.,Ganhe +1 dado se Adaga Curva também estiver equipada.,https://static.wikia.nocookie.net/zombicide/images/9/92/Scimitar_GH.png
seth,Seth,Seth,Friends and Foes,search,familiar,,,,,,0,2,3+,1,"Seth has the following Skills: Bird's-eye view, Low profile, Search, Slippery. If Seth is in the same Zone as its handler, that Survivor gains: +1 max Range, Bird's-eye view","Seth possui as seguintes Habilidades: Visão Aérea, Esguio, Procura, Liso. Se Seth estiver na mesma Zona que seu treinador, o Sobrevivente ganha: Alcance +1, Visão Aérea.",https://static.wikia.nocookie.net/zombicide/images/7/79/SethFantasy.png
shashka,Shashka,Shashka,White Death,starter,weapon,melee_weapon,blue,yes,no,no,0,1,3+,1,Dual: 2 damage,Dupla: Dano 2.,
shield,Shield,Escudo,"Black Plague, Green Horde",search,shield,,blue,,,,,,,,Choose 1: Armor 4+ / Re-roll once Armor rolls made with another equipped armor. The new roll takes the place of the previous one.,Escolha1: Armadura 4+ OU Rerrole uma vez rolagens de Armadura realizadas com outra armadura equipada. O novo resultado é o que vale.,https://static.wikia.nocookie.net/zombicide/images/c/cd/Shield_BP.png
shield_gauntlet,Shield Gauntlet,Manopla-Escudo,Horde Box,vault,weapon,melee_weapon,blue,yes,no,no,0,1,3+,1,Add +1 dice to another Equipped Melee weapon. Armor 4+ OR Re-roll other Armor.,Adicione +1 dado para outra arma Corpo a Corpo equipada. ARMADURA 4+ OU rerrole outra Armadura.,https://static.wikia.nocookie.net/zombicide/images/9/97/ShieldGauntlet_HB.png
shield_of_ages,Shield Of Ages,Escudo das Eras,Wulfsburg,search,shield,,orange,,,,,,,,Gain the Shove Skill. Choose one: Armor 4+ OR Re-roll once Armor rolls made with another equipped armor. The new roll takes the place of the previous one.,Ganhe a Habilidade Empurrão. Escolha 1: ARMADURA 4+ OU  Rerrole uma vez rolagens de Armadura realizadas com outra armadura equipada. O novo resultado é o que vale.,https://static.wikia.nocookie.net/zombicide/images/d/de/ShieldOfAges_WB.png
short_bow,Short Bow,Arco Curto,"Black Plague, Wulfsburg, White Death",search; starter,weapon,ranged_weapon,blue,no,no,no,0-1,1,3+,1,ARROWS.,FLECHAS.,https://static.wikia.nocookie.net/zombicide/images/c/c0/ShortBow_BP.png
short_bow_(chi),Short Bow (Chi),Arco Curto (Chi),Eternal Empire,starter,weapon,ranged_weapon,blue,no,no,no,0-1,1/3,3+,1,,,
short_sword,Short Sword,Espada Curta,"Black Plague, Wulfsburg, Hero Box-1, Green Horde",search; starter,weapon,melee_weapon,blue,yes,no,yes,0,1,4+,1,,,https://static.wikia.nocookie.net/zombicide/images/4/45/ShortSword_BP.png
slithes_battleaxe,Slithe's Battleaxe,Machado de Batalha do Slithe,Thundercats Pack 1,search,weapon,melee_weapon,blue,no,no,yes,0,4,5+,1,Roll 6: 2 Damage. Can open doors without rolling dice.,Resultado 6: Dano 2. Pode abrir portas sem rolar dados,https://static.wikia.nocookie.net/zombicide/images/4/49/SlithesBattleAxe_TC.png
spear,Spear,Lança,White Death,search,weapon,melee_weapon,blue,no,no,no,1-1,2,4+,1,POLEARM.,ARMA DE HASTE.,
speed,Speed,Velocidade,"Black Plague, Green Horde",search,enchantment,,blue,,yes,,,,,,Once per Turn. Select a Survivor in a Zone without Zombies. He may immediately perform a Move Action of up to 2 Zones.,Uma vez por Turno: Selecione um Sobrevivente em uma Zona sem Zumbis. Ele pode imediatamente realizar uma Ação de Movimento de até 2 Zonas,https://static.wikia.nocookie.net/zombicide/images/5/5f/Speed_BP.png
spiked_armor,Spiked Armor,Armadura de Pontas,Horde Box,vault,armor,,orange,,,,,,,,ARMOR 4+ All Zombies attacking the Survivor at Range 0 suffer 1 Damage after the Attack (the Survivor gains the experience).,ARMADURA 4+. Todos os Zumbis que atacarem o Sobrevivente no Alcance 0 sofrem Dano 1 após o ataque. (O Sobrevivente ganha experiência).,https://static.wikia.nocookie.net/zombicide/images/c/cd/SpikedArmor_HB.png
spiked_bow,Spiked Bow,Arco com Pontas,Green Horde,search; starter,weapon,mixed_weapon,blue,no,no,no,0;0-1,1;1,4+;4+,1;1,ARROWS.,FLECHAS.,https://static.wikia.nocookie.net/zombicide/images/4/42/SpikedBow_GH.png
splinters_cane,Splinter's Cane,Bengala do Splinter,TMNT Timecrash,starter,weapon,melee_weapon,blue,no,no,no,0,1,3+,1,Shove. Take a Pizza token: Flip this card.,Empurrão. Pegar uma ficha de Pizza: Vire esta carta.,
splinters_ultimate_cane,Splinter's Ultimate Cane,Bengala Ultimate do Splinter,TMNT Timecrash,ultimate,weapon,melee_weapon,blue,no,no,no,0-1,1,3+,1,POLEARM. Shove. Roll 6: +1 Chi.,ARMA DE HASTE. Empurrão. Resultado 6: +1 Chi.,
sprint,Sprint,Corrida,White Death,search,enchantment,,blue,,yes,,,,,,Once per Turn. The targeted Survivor may immediately perform 1 free Action to use the Sprint Skill.,Uma vez por Turno: O Sobrevivente alvo pode realizar 1 Ação grátis para utilizar a Habilidade Corrida imediatamente.,
sprint_(chi),Sprint (Chi),Corrida  (Chi),Eternal Empire,search,enchantment,,blue,,yes,,,,,,Once per Turn. The targeted Survivor may immediately perform 1 free Action to use the Sprint Skill. Chi: Can be cast a second time.,Uma vez por Turno: O Sobrevivente alvo pode realizar 1 Ação grátis para utilizar a Habilidade Corrida imediatamente. Chi: Pode ser utilizada uma segunda vez.,
steel_bow,Steel Bow,Arco de Aço,Green Horde,vault,weapon,ranged_weapon,yellow,no,no,no,1-3,2,3+,1,"The Survivor can trace Lines of Sight through obstacles that don't block movement, like hedges.","O Sobrevivente pode traçar Linha de Visão por obstáculos que não bloqueiam movimento, como sebes.",https://static.wikia.nocookie.net/zombicide/images/0/03/SteelBow_GH.png
storm_bow,Storm Bow,Arco da Tempestade,Wulfsburg,search,weapon,ranged_weapon,yellow,no,no,no,0-3,3,3+,1,ARROWS. Roll 6: +1 die.,FLECHAS. Resultado 6: +1 dado.,https://static.wikia.nocookie.net/zombicide/images/f/fc/StormBow_WB.png
storm_crossbow,Storm Crossbow,Balestra da Tempestade,White Death,vault,weapon,ranged_weapon,blue,no,no,no,1-4,2,4+,2,Iron rain.,Chuva de Ferro.,
sword,Sword,Espada,"Black Plague, White Death",search,weapon,melee_weapon,blue,yes,no,yes,0,2,4+,1,,,https://static.wikia.nocookie.net/zombicide/images/9/94/Sword_BP.png
sword_(chi),Sword (Chi),Espada (Chi),Eternal Empire,search,weapon,melee_weapon,blue,yes,no,yes,0,2,4+,1/2,,,
sword_gauntlet,Sword Gauntlet,Manopla-Espada,Horde Box,vault,weapon,melee_weapon,blue,no,no,no,0,4,4+,2,Grants the Iron hide Skill as long as it is Equipped.,Garante a Habilidade Pele de Ferro enquanto estiver equipada.,https://static.wikia.nocookie.net/zombicide/images/1/16/SwordGauntlet_HB.png
sword_of_omens,Sword of Omens,Espada Justiceira,Thundercats Pack 1,search,weapon,melee_weapon,blue,no,no,no,0,2,4+,2,"Once per Turn, you may look at the top card of any deck.","Uma vez por turno, você pode olhar a carta do topo de qualquer baralho.",https://static.wikia.nocookie.net/zombicide/images/c/c4/SwordOfOmens_TC.png
telekinetic_blast,Telekinetic Blast,Explosão Telecinética,Green Horde,search; starter,weapon,combat_spell,blue,yes,yes,yes,0-1,1,4+,1,Spend an Action: Open a door within Range and Line of Sight.,Gaste uma Ação: Abra uma porta dentro do Alcance e do Campo de Visão.,https://static.wikia.nocookie.net/zombicide/images/1/12/TelekineticBlast_GH.png
the_partizan,The Partizan,A Partasana,White Death,vault,weapon,melee_weapon,blue,no,no,no,0-1,2,3+,2,POLEARM. Escalation: Melee.,ARMA DE HASTE. Reação em Cadeia: Corpo a Corpo.,
time_machine,Time Machine,Máquina do Tempo,Time Machine PNP,starter,item,,blue,,,,,,,,"If the Survivor holding the Time Machine would die, discard the Time Machine and place the Survivor on the Starting Zone.","Se o Sobrevivente segurando a Maquina do tempo for morrer, descarte a Maquina do Tempo e coloque o Sobrevivente na Zona Inicial.",https://static.wikia.nocookie.net/zombicide/images/8/8b/TimeMachine_PNP.png
torch,Torch,Tocha,"Black Plague, Green Horde, White Death, Eternal Empire",search,item,,blue,,,,,,,,"Black Plague / Green Horde: Draw two cards when Searching. Spend an Action, discard the Torch from hand and select a Dragon Bile token at Range 0-1: Resolve a Dragon Fire. White Death / Eternal Empire SEARCH: Draw 2 cards. Spend an Action and discard with a Dragon Bile. Resolve a Dragon Fire at Range 1 and Within Line of Sight. May be used in the Backpack.",Black Plague / Green Horde: Compre 2 cartas quando realizar uma Procura. Gaste uma Ação e descarte Tocha de sua mão. Selecione uma ficha de Bile de Dragão no Alcance 0-1: Resolva um Fogo de Dragão. White Death: Gaste uma Ação e descarte com uma Bile de Dragão. Resolva um Fogo de Dragão no Alcance 1 e dentro da Linha de Visão. Pode ser usado na Mochila.,https://static.wikia.nocookie.net/zombicide/images/3/34/Torch_BP.png
transmutation,Transmutation,Transmutação,Wulfsburg,search,enchantment,,blue,,yes,,,,,,"Once per Turn. The Survivor discards an Equipment card of your choosing from his inventory. Then, draw an Equipment card for him. He can reorganise his inventory for free. This is not a Search Action. The Aahh!! card is played as usual.","Uma vez por turno. O Sobrevivente descarta uma carta de equipamento do seu inventário. Então, compra uma carta de equipamento do baralho. Ele pode reorganizar o inventário de graça. Esta não é uma ação de Procura. Cartas Aahh!! são resolvidas normalmente.",https://static.wikia.nocookie.net/zombicide/images/e/e9/Transmutation_WB.png
tremor,Tremor,Tremor,Green Horde,search,enchantment,,blue,,yes,,,,,,"Once per Turn. Zombies requiring Damage 1 to be eliminated (Walkers, Runners, Wolfz, etc.) in the target Zone are laid down. They spend their next Activation standing up.",Uma vez por turno. Zumbis que necessitam de Dano 1 para serem eliminados na Zona alvo são deitados. Eles gastam sua próxima Ativação se levantando,https://static.wikia.nocookie.net/zombicide/images/2/29/Tremor_GH.png
triple_crossbow,Triple Crossbow,Balestra Composta,White Death,search,weapon,ranged_weapon,blue,no,no,no,0-1,3,3+,1,,,
triple_crossbow_(chi),Triple Crossbow (Chi),Balestra Composta (Chi),Eternal Empire,search,weapon,ranged_weapon,blue,no,no,no,0-2,3,3+,1/2,,,
tygras_bolo_whip,Tygra's Bolo Whip,Chicote do Tygra,Thundercats Pack 2,search,weapon,melee_weapon,blue,no,no,no,0-1,3,4+,1,Spend 1 Action: 1 Zombie at Range 0-1 can't activate this turn.,Gaste 1 ação: 1 Zumbi no Alcance 0-1 não pode ativar este turno.,https://static.wikia.nocookie.net/zombicide/images/a/ab/TygrasBoloWhip_TC.png
vampire_crossbow,Vampire Crossbow,Besta Vampírica,Wulfsburg,search,weapon,ranged_weapon,yellow,no,no,no,1-2,2,4+,3,The Survivor heals 1 Wound each time he kills a Zombie with this weapon.,O Sobrevivente cura 1 Ferimento cada vez que abate um Zumbi com esta arma.,https://static.wikia.nocookie.net/zombicide/images/f/fc/VampireCrossbow_WB.png
vanadis,Vanadis,Vanadis,Friends and Foes,search,familiar,,,,,,0,2,3+,1,"Vanadis has the following Skills: Bird's-eye view, Low profile, Search, Slippery. If Vanadis is in the same Zone as its handler, that Survivor gains: +1 max Range, Bird's-eye view.","Vanadis possui as seguintes Habilidades: Visão Aérea, Esguio, Procura, Liso. Se Vanadis estiver na mesma Zona que seu treinador, o Sobrevivente ganha: Alcance +1, Visão Aérea.",https://static.wikia.nocookie.net/zombicide/images/5/5b/Vanadis.png
vatan,Vatan,Vatan,Friends and Foes,search,familiar,,,,,,0,1,3+,2,"Vatan has the following Skills: Low profile, Slippery. If Vatan is in the same Zone as its handler, that Survivor gains: +2 dice: Melee.","Vatan possui as seguintes Habilidades: Esguio, Liso. Se Vatan estiver na mesma Zona que seu treinador, o Sobrevivente ganha: +2 dados: Corpo a Corpo",https://static.wikia.nocookie.net/zombicide/images/3/31/Vatan.png
war_bow,War Bow,Arco de Guerra,White Death,search,weapon,ranged_weapon,blue,no,no,no,1-3,2,3+,1,,,
war_bow_(chi),War Bow (Chi),Arco de Guerra (Chi),Eternal Empire,search,weapon,ranged_weapon,blue,no,no,no,1-3,2/4,3+,1,,,
war_cleaver,War Cleaver,Cutelo de Batalha,Green Horde,vault,weapon,melee_weapon,orange,no,no,no,0,4,4+,2,Roll 6: +1 die Melee.,Resultado 6: +1 dado Corpo a Corpo,https://static.wikia.nocookie.net/zombicide/images/a/af/WarCleaver_GH.png
water,Water,Água,"Black Plague, Green Horde, White Death, Eternal Empire",search,item,,,,,,,,,,Black Plague / Green Horde: Discard this card: Gain 1 experience point. White Death / Eternal Empire: Discard this card: Gain 3 experience points.,Black Plague/ Green Horde: Descarte esta carta: Ganhe 1 ponto de experiência. White Death: Descarte esta carta: Ganhe 3 pontos de adrenalina.,https://static.wikia.nocookie.net/zombicide/images/8/85/Water_BP.png
wintergrad_fur,Wintergrad Fur,Pelagem de Wintergrad,Frozen Fortress,vault,armor,,blue,,,,,,,,ARMOR 5+. Hoard. Set 1/4. FULL SET: Gain all your Red Skills.,ARMADURA 5+. Acumulador. CONJUNTO 1/4. CONJUNTO COMPLETO: Ganhe todas as Habilidades Vermelhas.,https://static.wikia.nocookie.net/zombicide/images/6/63/WintergradFur_FR.png
wintergrad_gloves,Wintergrad Gloves,Luvas  de Wintergrad,Frozen Fortress,vault,item,,blue,,,,,,,,+1 DIE: COMBAT. Set 2/4. FULL SET: Gain all your Red Skills. May be used in the Backpack.,+1 Dado Combate. CONJUNTO 2/4. CONJUNTO COMPLETO: Ganhe todas as Habilidades Vermelhas.,https://static.wikia.nocookie.net/zombicide/images/d/d8/WintergradGloves_FR.png
wintergrad_hat,Wintergrad Hat,Chapéu  de Wintergrad,Frozen Fortress,vault,item,,blue,,,,,,,,BORN LEADER. Set 3/4. FULL SET: Gain all your Red Skills. May be used in the Backpack.,Líder Nato: CONJUNTO 3/4. CONJUNTO COMPLETO: Ganhe todas as Habilidades Vermelhas.,https://static.wikia.nocookie.net/zombicide/images/b/b1/WintergradHat_FR.png
